PRIMARY_KEY,STATE,YEAR,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2015_CONNECTICUT,CONNECTICUT,2015,240.159468855002,283.956677264342,228.947543364196,268.073225333677
2015_DELAWARE,DELAWARE,2015,238.67801881991002,279.810243773994,223.69869684708098,273.048030410963
2015_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2015,231.307525116183,263.059776256545,212.305347670353,262.613290731544
2015_FLORIDA,FLORIDA,2015,242.66432092861402,275.32381795874903,227.188968975009,247.65344494672402
2015_GEORGIA,GEORGIA,2015,236.452519256357,278.711796774375,222.013497271819,277.191363427262
2015_HAWAII,HAWAII,2015,237.895806837329,279.340145034503,215.124313046421,263.383001406664
2015_IDAHO,IDAHO,2015,238.79962471268502,283.742325345327,221.69006616565898,262.268605314622
2015_ILLINOIS,ILLINOIS,2015,237.307813789509,281.968567276813,222.02226769547298,257.35043981355
2015_INDIANA,INDIANA,2015,247.65218362008702,287.175201077669,227.278891330949,268.553479550783
2015_IOWA,IOWA,2015,243.339911874178,286.41621998599,223.62939884096,266.806728332711
2015_KANSAS,KANSAS,2015,241.067208517258,283.871096311731,221.08988042430698,268.25346768003504
2015_KENTUCKY,KENTUCKY,2015,241.72776193105202,277.947260135803,228.05516833276198,268.200596266662
2015_LOUISIANA,LOUISIANA,2015,234.28190182677002,268.432355132751,216.199337216284,266.76553060986
2015_MAINE,MAINE,2015,242.24465409976503,284.875476957911,223.728607946102,267.772900145423
2015_MARYLAND,MARYLAND,2015,239.49975090765,283.149034098785,222.944189619399,255.46941777756902
2015_MASSACHUSETTS,MASSACHUSETTS,2015,250.56577782628202,296.908571436848,235.27542341878998,268.391236298695
2015_MICHIGAN,MICHIGAN,2015,235.728893690295,278.168651923457,216.306630194926,267.905529723763
2015_MINNESOTA,MINNESOTA,2015,249.575846952089,294.147777973073,223.352919981062,274.497568115749
2015_MISSISSIPPI,MISSISSIPPI,2015,234.243053139768,270.580479347121,214.110686915211,264.496755061626
2015_MISSOURI,MISSOURI,2015,238.964922500718,280.821425670635,222.72551679114,270.23681775626204
2015_MONTANA,MONTANA,2015,241.287048262014,287.464005517244,224.757393529067,251.97616520927798
2015_NEBRASKA,NEBRASKA,2015,243.863666875446,286.49856348622797,226.634610885937,266.876351831946
2015_NEVADA,NEVADA,2015,233.827016206925,275.171868843271,214.425584466776,269.956777592733
2015_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2015,249.150621351838,294.413018726344,231.94984764811198,269.426210864772
2015_NEW_JERSEY,NEW_JERSEY,2015,245.383220077076,293.36593817877,229.487674441138,259.417376365165
2015_NEW_MEXICO,NEW_MEXICO,2015,231.167235964367,270.897534405553,207.24044637637698,274.8067462817
2015_NEW_YORK,NEW_YORK,2015,236.796927043204,280.089220069279,222.64630319770302,270.85371153052995
2015_NORTH_CAROLINA,NORTH_CAROLINA,2015,243.74226678887902,281.331091062317,225.810590900179,253.227767643793
2015_NORTH_DAKOTA,NORTH_DAKOTA,2015,244.71383057757998,288.244147214039,224.69198435116002,263.247658592835
2015_OHIO,OHIO,2015,243.598591203345,285.061955059169,224.930419714072,260.594556550199
2015_OKLAHOMA,OKLAHOMA,2015,239.760481447062,274.58598213813997,221.830510126344,266.95532299054
2015_OREGON,OREGON,2015,237.74670893826,282.81489935264597,220.222719958397,265.879220258589
2015_PENNSYLVANIA,PENNSYLVANIA,2015,243.312239940824,283.66841544434897,226.670774068,262.673145850428
2015_RHODE_ISLAND,RHODE_ISLAND,2015,238.00172968276402,281.445219579398,225.485536668854,267.670519675172
2015_SOUTH_CAROLINA,SOUTH_CAROLINA,2015,237.08957145861402,275.827866191395,217.969676534277,268.746120751013
2015_SOUTH_DAKOTA,SOUTH_DAKOTA,2015,239.723094945658,284.64140569223997,220.469524583778,265.05085783205897
2015_TENNESSEE,TENNESSEE,2015,240.66739574311902,278.203380665353,218.61326439370097,260.331422813083
2015_TEXAS,TEXAS,2015,244.00247204328,283.793540280437,217.942913018264,267.079864989695
2015_UTAH,UTAH,2015,242.562787058815,286.116911188659,226.14307488268398,264.771228998921
2015_VERMONT,VERMONT,2015,243.25039915815398,290.355191159079,230.098616569303,260.655135980903
2015_VIRGINIA,VIRGINIA,2015,246.612621705962,287.70929867527803,228.97125501022703,269.430664700586
2015_WASHINGTON,WASHINGTON,2015,244.98142218530103,286.513107597489,225.89288905903098,273.961831447048
2015_WEST_VIRGINIA,WEST_VIRGINIA,2015,235.20466146206502,271.45070884715,216.25328788386398,266.836053468874
2015_WISCONSIN,WISCONSIN,2015,243.31021131879902,289.077749211995,223.35635551293498,267.25088066645696
2015_WYOMING,WYOMING,2015,246.75976446726798,286.666547067471,228.160802772906,260.185272642999
2013_ALABAMA,ALABAMA,2013,232.86133246614799,269.194280616502,218.57595339188,269.533726363214
2013_ALASKA,ALASKA,2013,236.122004416339,281.559572836526,209.347288173954,268.803363090763
2013_ARIZONA,ARIZONA,2013,240.30491147057597,279.722267962505,213.13413148086602,257.427838227608
2013_ARKANSAS,ARKANSAS,2013,239.89052210005002,277.91480245625803,218.523885266815,261.256092625584
2013_CALIFORNIA,CALIFORNIA,2013,233.65446462441298,275.901350652197,212.54596789306302,260.448287236627
2013_COLORADO,COLORADO,2013,246.975708032011,289.68180010957997,226.663219629357,261.964490796451
2013_CONNECTICUT,CONNECTICUT,2013,243.440297394202,285.243972274119,229.58159936534,261.50245565870097
2013_DELAWARE,DELAWARE,2013,243.107758182676,282.338298596548,225.77165116252002,271.00908694257197
2013_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2013,228.56725387257598,265.259365712508,205.613936927868,274.459542474537
2013_FLORIDA,FLORIDA,2013,241.675809566843,280.855839554008,227.46317661052,265.98498149856204
2013_GEORGIA,GEORGIA,2013,240.04723664592998,279.179110912454,221.83671251456798,247.739153738325
2013_HAWAII,HAWAII,2013,243.308618941163,281.41292228842497,214.843879930676,276.994367424941
2013_IDAHO,IDAHO,2013,240.722019842936,286.413881629757,219.30298595179198,265.828297127322
2013_ILLINOIS,ILLINOIS,2013,239.00020401700297,284.89764716416903,218.540183872207,264.615713463699
2013_INDIANA,INDIANA,2013,248.59677735800202,287.767653833023,225.33234084693902,259.96056954683496
2013_IOWA,IOWA,2013,245.793505546843,285.07013777479,223.81580463461103,270.22416855056196
2013_KANSAS,KANSAS,2013,246.18570187094397,289.518256078135,223.386368779104,266.898720958132
2013_KENTUCKY,KENTUCKY,2013,241.469926794712,280.64544247634996,224.427540486587,267.272974657765
2013_LOUISIANA,LOUISIANA,2013,231.36630864378998,272.76096647842604,210.45496322432098,269.003449619325
2013_MAINE,MAINE,2013,245.84700179867198,288.73115973795603,224.83328901991797,266.887523609855
2013_MARYLAND,MARYLAND,2013,245.16937954677502,286.641381102957,232.05597314742198,269.616471686598
2013_MASSACHUSETTS,MASSACHUSETTS,2013,253.03378520177898,300.568235011147,232.37315597277302,257.351242737394
2013_MICHIGAN,MICHIGAN,2013,236.819778402754,280.133597093752,217.36516772931998,269.193764016326
2013_MINNESOTA,MINNESOTA,2013,253.420961133202,294.592972603507,227.030741772012,273.801903090503
2013_MISSISSIPPI,MISSISSIPPI,2013,231.105721411129,271.160967287249,208.518536453726,277.009559086016
2013_MISSOURI,MISSOURI,2013,239.548361930055,282.988457911702,222.33418590941602,265.942963067388
2013_MONTANA,MONTANA,2013,243.69888459472,289.228453008852,222.982749322942,271.019654579448
2013_NEBRASKA,NEBRASKA,2013,243.157929125431,285.061348473454,223.252785111637,253.14781817765498
2013_NEVADA,NEVADA,2013,236.262899387868,278.28668090862004,213.75531361813802,267.215011778953
2013_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2013,252.993525166642,295.665123344221,231.998366395397,271.765782480696
2013_NEW_JERSEY,NEW_JERSEY,2013,246.87090919859298,296.053351131027,228.71974406764198,269.221914635868
2013_NEW_MEXICO,NEW_MEXICO,2013,232.78143293135602,272.76180889422903,205.756405354204,261.695982235772
2013_NEW_YORK,NEW_YORK,2013,240.34981686683898,281.807787831651,223.81336257733997,274.307731748779
2013_NORTH_CAROLINA,NORTH_CAROLINA,2013,244.801732892983,285.645388424867,222.227715159886,276.37798779341
2013_NORTH_DAKOTA,NORTH_DAKOTA,2013,246.424794889496,290.515111260981,224.08338500152198,255.87007704604198
2013_OHIO,OHIO,2013,245.549796905114,289.528096752185,223.88774613674198,266.346063235407
2013_OKLAHOMA,OKLAHOMA,2013,238.921877478041,275.50673202657697,216.988876495215,264.540999710832
2013_OREGON,OREGON,2013,240.09925201800598,283.524589064024,219.132674237737,267.779199654396
2013_PENNSYLVANIA,PENNSYLVANIA,2013,244.012619964297,289.623651633339,226.40232361222098,269.086973442103
2013_RHODE_ISLAND,RHODE_ISLAND,2013,241.41673523663502,284.092212214805,222.80223975373198,261.931495221637
2013_SOUTH_CAROLINA,SOUTH_CAROLINA,2013,236.625899742704,279.824608578537,213.64654387011,268.282662715666
2013_SOUTH_DAKOTA,SOUTH_DAKOTA,2013,240.98109972224202,287.270390625653,217.930744868492,272.085365342425
2013_TENNESSEE,TENNESSEE,2013,239.774787022732,277.720127269641,219.735394665222,266.677052388789
2013_TEXAS,TEXAS,2013,241.926288740505,288.198967599188,216.909597076471,261.449050699613
2013_UTAH,UTAH,2013,242.82068873480802,284.331486246838,222.767635531589,268.100772835989
2013_VERMONT,VERMONT,2013,247.803294738209,295.469562357463,227.98651907652697,265.359504625647
2013_VIRGINIA,VIRGINIA,2013,246.177456938875,288.142959517699,228.555737669337,263.684137731278
2013_WASHINGTON,WASHINGTON,2013,246.288338069866,289.956988743835,225.048863335833,270.041925765873
2013_WEST_VIRGINIA,WEST_VIRGINIA,2013,237.440632664342,274.430134697899,214.663401291545,274.368547733738
2013_WISCONSIN,WISCONSIN,2013,244.706291648161,288.74578084165404,220.818103448031,267.589864309109
2013_WYOMING,WYOMING,2013,246.52240092011502,288.119137263578,225.84897495660198,272.036124410819
2011_ALABAMA,ALABAMA,2011,231.286019035945,269.09651583719,220.273413326721,257.383509312362
2011_ALASKA,ALASKA,2011,236.35965802610698,283.2727978671,207.92369589694,267.54299418783296
2011_ARIZONA,ARIZONA,2011,235.157597045644,279.033501713793,212.395049942915,270.966172221906
2011_ARKANSAS,ARKANSAS,2011,237.810156979715,279.088205018109,216.51486397474997,258.421090379483
2011_CALIFORNIA,CALIFORNIA,2011,234.164993212459,272.769803091291,211.35863599994,261.28525201639997
2011_COLORADO,COLORADO,2011,244.456097110102,291.7426728709,223.43384362777198,260.14800521382597
2011_CONNECTICUT,CONNECTICUT,2011,242.413406903396,286.999944694085,227.42730425383598,259.140937770185
2011_DELAWARE,DELAWARE,2011,240.359832433478,282.769966403216,225.13051109460702,254.935218336086
2011_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2011,221.808283121753,260.46687784992,200.627987932281,270.636204320649
2011_FLORIDA,FLORIDA,2011,239.826451038787,277.837035214102,224.528585389604,274.681399470751
2011_GEORGIA,GEORGIA,2011,238.366542086539,278.483619188656,220.810720110917,265.83947553632004
2011_HAWAII,HAWAII,2011,238.82192776062,277.836211052583,213.61457117423,242.056368171996
2011_IDAHO,IDAHO,2011,240.328832465338,286.675063250389,220.82977062233996,272.349959976913
2011_ILLINOIS,ILLINOIS,2011,238.836878932328,283.228134687939,219.35749825998798,262.121374840411
2011_INDIANA,INDIANA,2011,243.836875966553,285.00291608665003,220.731342685885,262.358643383963
2011_IOWA,IOWA,2011,242.60487294847198,284.92083605870397,220.70744695489498,257.188010446519
2011_KANSAS,KANSAS,2011,246.25533479144298,289.61928267473996,223.565091158237,268.014671593394
2011_KENTUCKY,KENTUCKY,2011,240.83070024317,281.608809706829,225.13506287332996,265.643729382276
2011_LOUISIANA,LOUISIANA,2011,230.778869270132,272.843333892634,210.410726308503,264.729844537772
2011_MAINE,MAINE,2011,244.257016536718,288.73229763660197,222.03733220763698,264.55452746182596
2011_MARYLAND,MARYLAND,2011,247.106555813795,287.997802255227,230.78284121169602,267.336395789343
2011_MASSACHUSETTS,MASSACHUSETTS,2011,253.39645576405,298.512431105164,236.773866580369,268.833963566714
2011_MICHIGAN,MICHIGAN,2011,236.40221370650698,280.176517968298,218.860810368135,254.68834784390498
2011_MINNESOTA,MINNESOTA,2011,249.186686145154,294.946422810345,222.30867236980401,269.872413013173
2011_MISSISSIPPI,MISSISSIPPI,2011,229.868022217831,269.235645624753,209.18802012976502,271.222896649808
2011_MISSOURI,MISSOURI,2011,240.494831043156,281.947646246654,220.346171042259,275.36851762846
2011_MONTANA,MONTANA,2011,243.796606541624,292.907804277033,225.144216219664,265.194041240472
2011_NEBRASKA,NEBRASKA,2011,239.80326865057597,283.197044839966,223.311726013091,270.148960241064
2011_NEVADA,NEVADA,2011,237.031878873139,278.113153726165,212.575191683097,253.83344043271302
2011_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2011,251.77883682247003,292.10873973776,230.392676367953,266.76205134969103
2011_NEW_JERSEY,NEW_JERSEY,2011,248.00416256175097,294.138771366004,231.23762972371003,272.87414076560697
2011_NEW_MEXICO,NEW_MEXICO,2011,232.840370734081,274.454701456959,208.01411935219,267.70386518897203
2011_NEW_YORK,NEW_YORK,2011,237.519942618542,280.45302609298597,222.49381094408798,258.19326424883997
2011_NORTH_CAROLINA,NORTH_CAROLINA,2011,244.51790076388198,286.267028242857,221.356963571717,272.078626455018
2011_NORTH_DAKOTA,NORTH_DAKOTA,2011,245.15641599478298,291.998404485775,225.57752634611,275.183164316271
2011_OHIO,OHIO,2011,244.038621552155,288.602596832439,223.82821391211002,255.86163460115003
2011_OKLAHOMA,OKLAHOMA,2011,237.42908227430198,279.179608185009,215.47758572983398,265.69702830715
2011_OREGON,OREGON,2011,236.914497047468,282.518206779261,216.44015438168898,262.928956255321
2011_PENNSYLVANIA,PENNSYLVANIA,2011,245.654910289272,286.10274173594104,227.23646319431,268.69421789306097
2011_RHODE_ISLAND,RHODE_ISLAND,2011,241.624774676562,282.875659622898,222.481596913528,268.283949224188
2011_SOUTH_CAROLINA,SOUTH_CAROLINA,2011,237.303024975307,281.000133716553,214.899808914466,260.121264611744
2011_SOUTH_DAKOTA,SOUTH_DAKOTA,2011,240.979792262817,290.61519679044,219.814446299081,264.225611626444
2011_TENNESSEE,TENNESSEE,2011,232.90111698293097,274.038710319906,214.640214936919,267.750596675669
2011_TEXAS,TEXAS,2011,241.10179365066003,290.34670935526503,218.320844616792,265.119556331117
2011_UTAH,UTAH,2011,242.53751311453098,283.308332086503,220.41603448313703,260.30701989879503
2011_VERMONT,VERMONT,2011,246.639729922321,293.882577068531,226.771642682085,268.941537575366
2011_VIRGINIA,VIRGINIA,2011,245.333618143766,289.255411153431,226.37843469423998,259.20837071319903
2011_WASHINGTON,WASHINGTON,2011,243.182884658018,288.107761945489,220.52878797215598,261.428390874698
2011_WEST_VIRGINIA,WEST_VIRGINIA,2011,234.655806758932,273.263173122564,214.386024190084,267.08740609916197
2011_WISCONSIN,WISCONSIN,2011,244.691865519641,288.665932686223,221.23990687237202,273.84076504911496
2011_WYOMING,WYOMING,2011,243.874435027563,287.767926048951,224.062278090794,267.272891187823
2009_ALABAMA,ALABAMA,2009,227.962650411086,268.524120315168,216.273355869774,267.577473732317
2009_ALASKA,ALASKA,2009,237.21228433612202,283.047662800849,211.127368273139,256.10686155675097
2009_ARIZONA,ARIZONA,2009,229.991105224216,277.332281962623,209.989269506089,267.16702974162
2009_ARKANSAS,ARKANSAS,2009,237.54059191157398,275.999499994013,216.15158139298802,269.568729685871
2009_CALIFORNIA,CALIFORNIA,2009,231.674927207631,270.448588146426,209.762405377999,254.89524659554002
2009_COLORADO,COLORADO,2009,243.132439997085,287.372907515934,225.69664059033198,259.449426538116
2009_CONNECTICUT,CONNECTICUT,2009,244.717742733409,288.608513451696,228.97211669940899,257.595275452299
2009_DELAWARE,DELAWARE,2009,239.490569439364,283.829472979958,225.513086784412,258.048580163614
2009_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2009,219.260141025805,253.595186871272,201.984637739722,252.631380782334
2009_FLORIDA,FLORIDA,2009,241.944909379496,279.33526411278,225.67340734479401,265.51311994428
2009_GEORGIA,GEORGIA,2009,236.029572886478,277.561199732371,217.84810573368802,271.810133169712
2009_HAWAII,HAWAII,2009,235.679780829025,273.758606683625,210.61641868593998,264.998966063101
2009_IDAHO,IDAHO,2009,241.04280230401298,287.305215052426,221.022924421352,242.49042430531398
2009_ILLINOIS,ILLINOIS,2009,238.28566884936,282.43141699208803,219.16577996227002,272.45931634873904
2009_INDIANA,INDIANA,2009,242.616809561118,286.809977886735,222.659480848241,264.362040854787
2009_IOWA,IOWA,2009,242.59564400257702,284.170178554705,221.422298113147,260.244524519648
2009_KANSAS,KANSAS,2009,245.308653571101,288.596403041255,223.924213283757,254.738979931593
2009_KENTUCKY,KENTUCKY,2009,238.835902308004,279.284216093787,225.606242400736,264.837184984886
2009_LOUISIANA,LOUISIANA,2009,229.432455453722,272.379906697646,207.48613716309399,264.514002261585
2009_MAINE,MAINE,2009,244.45573275395802,286.361425938805,223.790428000088,265.69124060951
2009_MARYLAND,MARYLAND,2009,243.795041028457,288.341565298202,226.047783920533,264.888126041644
2009_MASSACHUSETTS,MASSACHUSETTS,2009,252.25478970054797,298.854346618482,233.749463106304,266.799519310717
2009_MICHIGAN,MICHIGAN,2009,236.279719737382,278.268168151681,218.23555034441898,266.854019810768
2009_MINNESOTA,MINNESOTA,2009,249.455534206082,294.443320106986,223.336661773101,253.329004007468
2009_MISSISSIPPI,MISSISSIPPI,2009,227.262260849183,265.001958154729,210.50651753667802,267.706499608477
2009_MISSOURI,MISSOURI,2009,240.684380944942,285.808001946777,223.84235777869597,267.29805648900395
2009_MONTANA,MONTANA,2009,244.400751913997,291.542942879491,224.651750127955,273.58928971871103
2009_NEBRASKA,NEBRASKA,2009,238.748463363704,284.259093531038,222.523307331545,261.898150017122
2009_NEVADA,NEVADA,2009,235.152273891367,274.148541684888,211.140588986901,269.739820132507
2009_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2009,251.071752631735,292.321817220053,229.144520432665,251.305654614612
2009_NEW_JERSEY,NEW_JERSEY,2009,246.52986977977997,292.657227109585,229.394486392659,266.876460156868
2009_NEW_MEXICO,NEW_MEXICO,2009,230.029589245712,269.704253797704,207.645730781769,270.393925995333
2009_NEW_YORK,NEW_YORK,2009,240.641098758037,282.576915418605,224.36874884831101,267.067856574245
2009_NORTH_CAROLINA,NORTH_CAROLINA,2009,243.77846013203302,284.332635252336,219.296045907462,253.84095441962998
2009_NORTH_DAKOTA,NORTH_DAKOTA,2009,245.18952627082996,292.842488544915,225.967471901352,270.748158823326
2009_OHIO,OHIO,2009,243.68755285939702,285.583013784517,224.532178118541,272.80263385761003
2009_OKLAHOMA,OKLAHOMA,2009,236.780985587581,275.711956830545,217.19062755925302,254.129173669956
2009_OREGON,OREGON,2009,238.03232724765098,285.036814371216,218.142340516871,264.288057457975
2009_PENNSYLVANIA,PENNSYLVANIA,2009,243.58787315025,288.30416892392503,223.67943988465802,259.528486560755
2009_RHODE_ISLAND,RHODE_ISLAND,2009,238.76685909351102,277.92371937218996,222.704885161548,269.239984852546
2009_SOUTH_CAROLINA,SOUTH_CAROLINA,2009,235.66830247692798,280.380855413571,215.942298236521,268.67823553327
2009_SOUTH_DAKOTA,SOUTH_DAKOTA,2009,242.097789760041,290.619127707892,222.166592778336,259.495771007061
2009_TENNESSEE,TENNESSEE,2009,231.82548619984797,274.761821088186,216.737811108148,265.08924671643996
2009_TEXAS,TEXAS,2009,240.464623710389,286.685076683873,218.858272374458,270.700536709088
2009_UTAH,UTAH,2009,240.318712615955,284.068251870422,219.204130166973,259.885589729898
2009_VERMONT,VERMONT,2009,247.767226051132,292.866096352356,228.735783571246,257.27418459256097
2009_VIRGINIA,VIRGINIA,2009,243.07129688880002,286.069754986907,226.52756797670398,270.06099022928
2009_WASHINGTON,WASHINGTON,2009,242.25709121275398,288.722375608773,221.330110400417,260.94667619164903
2009_WEST_VIRGINIA,WEST_VIRGINIA,2009,232.983144485532,270.415765915327,214.520200208315,260.368795018986
2009_WISCONSIN,WISCONSIN,2009,243.585253522635,288.140726236317,220.135540597472,265.591577109328
2009_WYOMING,WYOMING,2009,242.009195680162,286.10403398533,222.65219632999901,272.305134189083
2007_ALABAMA,ALABAMA,2007,228.52001796592498,266.000109919931,216.38895388448998,265.641981716133
2007_ALASKA,ALASKA,2007,237.27389321932498,282.557154120707,214.476954408027,266.917617143622
2007_ARIZONA,ARIZONA,2007,231.93693354533798,275.548426408372,209.520624281702,254.799747493408
2007_ARKANSAS,ARKANSAS,2007,237.670687444943,273.89986215628,217.027817745061,265.812615742952
2007_CALIFORNIA,CALIFORNIA,2007,230.034091233638,270.381784005669,208.52218596154998,268.159428117446
2007_COLORADO,COLORADO,2007,240.205890246617,286.19275616634104,223.73265289646199,251.93688143753602
2007_CONNECTICUT,CONNECTICUT,2007,242.755646830159,282.472790062009,227.203649213779,258.798455932602
2007_DELAWARE,DELAWARE,2007,241.794894891207,282.992082743316,225.07054230184897,254.82879235400398
2007_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2007,213.698898810354,248.198742417967,197.08595039547401,257.96099580386004
2007_FLORIDA,FLORIDA,2007,242.02025001892997,277.383497256758,223.534926816656,251.287791535591
2007_GEORGIA,GEORGIA,2007,235.209017091471,274.778664644925,218.888171260588,266.407881623504
2007_HAWAII,HAWAII,2007,234.286134982354,268.77201335193297,213.496554967804,267.055691390062
2007_IDAHO,IDAHO,2007,240.90284353732002,283.507595771493,223.404065315834,264.544830664544
