PRIMARY_KEY,STATE,YEAR,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G
2001_MAINE,MAINE,2001,1333.0,13709.0,15883.0,17347.0,13410.0,127050.0,61067.0,189450.0
2001_MARYLAND,MARYLAND,2001,20314.0,56384.0,67448.0,66211.0,52671.0,531432.0,246807.0,798553.0
2001_MASSACHUSETTS,MASSACHUSETTS,2001,20666.0,68565.0,76597.0,75218.0,59453.0,610264.0,273644.0,904574.0
2001_MICHIGAN,MICHIGAN,2001,16562.0,125197.0,131673.0,129908.0,103839.0,1055897.0,497159.0,1569618.0
2001_MINNESOTA,MINNESOTA,2001,9671.0,58357.0,62580.0,66797.0,68997.0,505000.0,278356.0,793027.0
2001_MISSISSIPPI,MISSISSIPPI,2001,1805.0,36931.0,39749.0,36731.0,25816.0,314214.0,126361.0,442380.0
2001_MISSOURI,MISSOURI,2001,18515.0,64104.0,71928.0,69677.0,57727.0,556027.0,265810.0,840352.0
2001_MONTANA,MONTANA,2001,506.0,10069.0,11602.0,12389.0,11307.0,91966.0,49151.0,141623.0
2001_NEBRASKA,NEBRASKA,2001,5064.0,20234.0,21160.0,21757.0,21679.0,169355.0,90442.0,264861.0
2001_NEVADA,NEVADA,2001,2147.0,26877.0,29676.0,27028.0,19461.0,232794.0,94323.0,329264.0
2001_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2001,1830.0,9599.0,16612.0,17111.0,13309.0,132429.0,62286.0,196545.0
2001_NEW_JERSEY,NEW_JERSEY,2001,19751.0,89533.0,101038.0,97127.0,76271.0,804356.0,349406.0,1173513.0
2001_NEW_MEXICO,NEW_MEXICO,2001,3499.0,22137.0,25163.0,25012.0,18658.0,199400.0,95224.0,298123.0
2001_NEW_YORK,NEW_YORK,2001,40212.0,190402.0,214283.0,210369.0,153505.0,1717579.0,790657.0,2548448.0
2001_NORTH_CAROLINA,NORTH_CAROLINA,2001,9320.0,102772.0,106093.0,102126.0,69602.0,843873.0,359398.0,1212591.0
2001_NORTH_DAKOTA,NORTH_DAKOTA,2001,721.0,7059.0,7759.0,8514.0,8661.0,62674.0,35593.0,98988.0
2001_OHIO,OHIO,2001,23856.0,121772.0,140849.0,141218.0,117683.0,1129123.0,544353.0,1697332.0
2001_OKLAHOMA,OKLAHOMA,2001,25707.0,43214.0,47164.0,45745.0,38638.0,374591.0,175124.0,575422.0
2001_OREGON,OREGON,2001,462.0,38085.0,42726.0,42988.0,38379.0,341457.0,169117.0,511036.0
2001_PENNSYLVANIA,PENNSYLVANIA,2001,2537.0,118183.0,140722.0,146138.0,122942.0,1130386.0,563698.0,1696621.0
2001_RHODE_ISLAND,RHODE_ISLAND,2001,1229.0,10704.0,12717.0,12458.0,9507.0,100850.0,45263.0,147342.0
2001_SOUTH_CAROLINA,SOUTH_CAROLINA,2001,18510.0,46055.0,53831.0,53043.0,35835.0,422158.0,189475.0,630143.0
2001_SOUTH_DAKOTA,SOUTH_DAKOTA,2001,1176.0,9075.0,9641.0,9997.0,9454.0,76539.0,40479.0,118194.0
2001_TENNESSEE,TENNESSEE,2001,14856.0,69429.0,72714.0,68184.0,51278.0,574689.0,250392.0,839937.0
2001_TEXAS,TEXAS,2001,170101.0,302859.0,318842.0,310762.0,226429.0,2543254.0,1147233.0,3860588.0
2001_UTAH,UTAH,2001,6883.0,36521.0,36411.0,35786.0,34951.0,288112.0,142021.0,437016.0
2001_VERMONT,VERMONT,2001,2567.0,6289.0,7468.0,7972.0,7422.0,60443.0,31787.0,94797.0
2001_VIRGINIA,VIRGINIA,2001,14137.0,82489.0,91966.0,88184.0,70607.0,727305.0,336897.0,1078339.0
2001_WASHINGTON,WASHINGTON,2001,8102.0,68280.0,78504.0,77933.0,69536.0,619875.0,312943.0,940920.0
2001_WEST_VIRGINIA,WEST_VIRGINIA,2001,6770.0,20247.0,21561.0,21650.0,18336.0,172504.0,82857.0,262131.0
2001_WISCONSIN,WISCONSIN,2001,24673.0,57469.0,63509.0,66558.0,65946.0,509662.0,287557.0,821892.0
2001_WYOMING,WYOMING,2001,,6002.0,6587.0,7211.0,6855.0,53091.0,29035.0,
2001_BUREAU_OF_INDIAN_AFFAIRS,BUREAU_OF_INDIAN_AFFAIRS,2001,,4122.0,4016.0,3676.0,2109.0,30899.0,11455.0,
2001_DOD_OVERSEAS,DOD_OVERSEAS,2001,1948.0,6788.0,6626.0,4985.0,2675.0,50014.0,14462.0,66424.0
2001_DOD_DOMESTIC,DOD_DOMESTIC,2001,2855.0,3824.0,3009.0,1631.0,593.0,22146.0,3458.0,28459.0
2001_AMERICAN_SAMOA,AMERICAN_SAMOA,2001,1435.0,969.0,1251.0,1086.0,838.0,9507.0,3938.0,14880.0
2001_GUAM,GUAM,2001,474.0,2336.0,2621.0,2311.0,1539.0,20323.0,8859.0,29656.0
2001_NORTHERN_MARIANAS,NORTHERN_MARIANAS,2001,523.0,665.0,832.0,779.0,432.0,6773.0,2464.0,9760.0
2001_PUERTO_RICO,PUERTO_RICO,2001,863.0,41529.0,47082.0,46410.0,32699.0,382071.0,159891.0,542825.0
2001_VIRGIN_ISLANDS,VIRGIN_ISLANDS,2001,,,,,,,,
2012_ALABAMA,ALABAMA,2012,9032.0,59428.0,55859.0,58151.0,48945.0,458974.0,217203.0,685209.0
2012_ALASKA,ALASKA,2012,3131.0,10569.0,9756.0,9806.0,9696.0,79369.0,38420.0,120920.0
2012_ARIZONA,ARIZONA,2012,9304.0,86265.0,83892.0,82769.0,81751.0,671982.0,321634.0,1002920.0
2012_ARKANSAS,ARKANSAS,2012,14290.0,40463.0,36140.0,36607.0,30734.0,292641.0,138428.0,445359.0
2012_CALIFORNIA,CALIFORNIA,2012,74360.0,489274.0,468007.0,465967.0,496754.0,3763810.0,1965168.0,5803338.0
2012_COLORADO,COLORADO,2012,30375.0,66951.0,65921.0,62260.0,62503.0,520184.0,246051.0,796610.0
2012_CONNECTICUT,CONNECTICUT,2012,16393.0,39410.0,40895.0,42020.0,40743.0,324906.0,170245.0,511544.0
2012_DELAWARE,DELAWARE,2012,1291.0,10128.0,10089.0,9716.0,8365.0,79585.0,38022.0,118898.0
2012_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2012,11428.0,6980.0,4631.0,4202.0,3317.0,39377.0,17577.0,68382.0
2012_FLORIDA,FLORIDA,2012,55124.0,210489.0,195358.0,204116.0,183193.0,1626947.0,799602.0,2481673.0
2012_GEORGIA,GEORGIA,2012,45252.0,136837.0,128538.0,128432.0,101078.0,1040200.0,481043.0,1566495.0
2012_HAWAII,HAWAII,2012,1509.0,17497.0,14572.0,12791.0,10721.0,114462.0,51069.0,167040.0
2012_IDAHO,IDAHO,2012,2683.0,22409.0,21884.0,21670.0,19130.0,177111.0,82631.0,262425.0
2012_ILLINOIS,ILLINOIS,2012,81475.0,147315.0,151409.0,152505.0,146273.0,1219411.0,624679.0,1925565.0
2012_INDIANA,INDIANA,2012,9114.0,80681.0,75678.0,79908.0,74886.0,635245.0,316329.0,960688.0
2012_IOWA,IOWA,2012,27729.0,41381.0,35492.0,35694.0,36254.0,285931.0,144784.0,458444.0
2012_KANSAS,KANSAS,2012,18475.0,38379.0,36167.0,35447.0,32810.0,288797.0,137855.0,445127.0
2012_KENTUCKY,KENTUCKY,2012,26753.0,53875.0,50583.0,50259.0,44032.0,410084.0,193961.0,630798.0
2012_LOUISIANA,LOUISIANA,2012,29426.0,58691.0,57434.0,52507.0,40179.0,436675.0,186111.0,652212.0
2012_MAINE,MAINE,2012,4890.0,13727.0,13345.0,14127.0,14462.0,109307.0,57815.0,172012.0
2012_MARYLAND,MARYLAND,2012,29671.0,66896.0,63703.0,60908.0,59978.0,506235.0,256836.0,792742.0
2012_MASSACHUSETTS,MASSACHUSETTS,2012,28245.0,69669.0,70952.0,72048.0,67856.0,568277.0,287506.0,884028.0
2012_MICHIGAN,MICHIGAN,2012,36769.0,107986.0,112068.0,117640.0,118564.0,914737.0,492272.0,1443778.0
2012_MINNESOTA,MINNESOTA,2012,14695.0,65745.0,62523.0,62335.0,70510.0,502923.0,262041.0,779659.0
2012_MISSISSIPPI,MISSISSIPPI,2012,4026.0,43208.0,36663.0,36745.0,29676.0,304011.0,133809.0,441846.0
2012_MISSOURI,MISSOURI,2012,29684.0,71778.0,67493.0,68057.0,64151.0,546068.0,270370.0,846122.0
2012_MONTANA,MONTANA,2012,1321.0,11709.0,10861.0,10895.0,9784.0,87789.0,42089.0,131199.0
2012_NEBRASKA,NEBRASKA,2012,13831.0,22095.0,22583.0,21438.0,23152.0,179506.0,88073.0,281410.0
2012_NEVADA,NEVADA,2012,4599.0,35008.0,33462.0,34192.0,31939.0,273430.0,131953.0,409982.0
2012_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2012,3260.0,11892.0,13907.0,14784.0,14600.0,113017.0,60805.0,177082.0
2012_NEW_JERSEY,NEW_JERSEY,2012,35128.0,94830.0,98152.0,100052.0,97048.0,788168.0,400875.0,1224171.0
2012_NEW_MEXICO,NEW_MEXICO,2012,7509.0,27662.0,25474.0,25177.0,20559.0,205807.0,97242.0,310558.0
2012_NEW_YORK,NEW_YORK,2012,48712.0,202670.0,198361.0,200642.0,192112.0,1601541.0,825972.0,2476225.0
2012_NORTH_CAROLINA,NORTH_CAROLINA,2012,30329.0,121389.0,116264.0,115147.0,94648.0,928372.0,438375.0,1397076.0
2012_NORTH_DAKOTA,NORTH_DAKOTA,2012,1848.0,8578.0,7380.0,7500.0,7347.0,60569.0,30116.0,92533.0
2012_OHIO,OHIO,2012,27558.0,131874.0,129295.0,133955.0,117623.0,1051867.0,518617.0,1598042.0
2012_OKLAHOMA,OKLAHOMA,2012,42154.0,55115.0,49274.0,47856.0,39407.0,397470.0,176812.0,616436.0
2012_OREGON,OREGON,2012,23850.0,42642.0,42401.0,43578.0,46723.0,342833.0,178239.0,544922.0
2012_PENNSYLVANIA,PENNSYLVANIA,2012,10109.0,129624.0,131315.0,136775.0,136357.0,1063403.0,557464.0,1630976.0
2012_RHODE_ISLAND,RHODE_ISLAND,2012,2068.0,10786.0,10831.0,9971.0,10509.0,84955.0,44672.0,131695.0
2012_SOUTH_CAROLINA,SOUTH_CAROLINA,2012,23786.0,58641.0,54058.0,55365.0,44755.0,444923.0,208648.0,677357.0
2012_SOUTH_DAKOTA,SOUTH_DAKOTA,2012,3117.0,11901.0,9657.0,9408.0,8816.0,78186.0,37267.0,118570.0
2012_TENNESSEE,TENNESSEE,2012,27096.0,81186.0,74425.0,74459.0,66299.0,603243.0,281971.0,912310.0
2012_TEXAS,TEXAS,2012,250911.0,390636.0,378750.0,366857.0,305425.0,3048599.0,1387513.0,4687023.0
2012_UTAH,UTAH,2012,12329.0,50378.0,48362.0,45387.0,40774.0,381495.0,169077.0,562901.0
2012_VERMONT,VERMONT,2012,5705.0,6273.0,6133.0,6541.0,6756.0,50089.0,27557.0,83351.0
2012_VIRGINIA,VIRGINIA,2012,32852.0,96935.0,94005.0,93787.0,88971.0,759657.0,375975.0,1168484.0
2012_WASHINGTON,WASHINGTON,2012,12466.0,80789.0,78244.0,79272.0,84981.0,631305.0,327134.0,970905.0
2012_WEST_VIRGINIA,WEST_VIRGINIA,2012,15781.0,21785.0,20181.0,20521.0,18703.0,164805.0,80673.0,261259.0
2012_WISCONSIN,WISCONSIN,2012,55008.0,62422.0,60670.0,61857.0,67130.0,489324.0,265682.0,810014.0
2012_WYOMING,WYOMING,2012,540.0,8131.0,7127.0,6874.0,6046.0,56619.0,26243.0,83402.0
2012_BI,BI,2012,,,,,,,,
2012_AMERICAN_SAMOA,AMERICAN_SAMOA,2012,,,,,,,,
2012_DD,DD,2012,,,,,,,,
2012_GUAM,GUAM,2012,13.0,2207.0,2325.0,2472.0,1561.0,18946.0,10020.0,28979.0
2012_NORTHERN_MARIANA_ISLANDS,NORTHERN_MARIANA_ISLANDS,2012,462.0,582.0,776.0,792.0,630.0,6297.0,3250.0,10009.0
2012_PUERTO_RICO,PUERTO_RICO,2012,1050.0,27887.0,31345.0,35547.0,27169.0,266387.0,124638.0,392075.0
2012_VIRGIN_ISLANDS,VIRGIN_ISLANDS,2012,,1052.0,1144.0,1084.0,995.0,9250.0,4890.0,
2014_ALABAMA,ALABAMA,2014,11076.0,57939.0,55479.0,57471.0,49929.0,454081.0,221068.0,686225.0
2014_ALASKA,ALASKA,2014,3074.0,10559.0,9812.0,9653.0,9671.0,79112.0,38431.0,120617.0
2014_ARIZONA,ARIZONA,2014,8839.0,83241.0,85535.0,84596.0,84913.0,687823.0,331552.0,1028214.0
2014_ARKANSAS,ARKANSAS,2014,14834.0,38503.0,35922.0,36788.0,32428.0,295622.0,141653.0,452109.0
2014_CALIFORNIA,CALIFORNIA,2014,76641.0,511985.0,475192.0,467038.0,496901.0,3767745.0,1949755.0,5794141.0
2014_COLORADO,COLORADO,2014,31663.0,66068.0,66809.0,65116.0,63001.0,536632.0,254643.0,822938.0
2014_CONNECTICUT,CONNECTICUT,2014,17987.0,37654.0,39699.0,41165.0,40018.0,319247.0,167790.0,505024.0
2014_DELAWARE,DELAWARE,2014,1520.0,10205.0,10278.0,10035.0,8688.0,82971.0,39346.0,123837.0
2014_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2014,12049.0,7273.0,5264.0,4525.0,3421.0,43084.0,17634.0,72767.0
2014_FLORIDA,FLORIDA,2014,58613.0,204552.0,202424.0,210397.0,189545.0,1670530.0,823249.0,2552392.0
2014_GEORGIA,GEORGIA,2014,46150.0,133616.0,131377.0,133128.0,106405.0,1063066.0,501605.0,1610821.0
2014_HAWAII,HAWAII,2014,1489.0,11661.0,15221.0,12587.0,10644.0,117974.0,50925.0,170388.0
2014_IDAHO,IDAHO,2014,2597.0,21509.0,22799.0,22407.0,19879.0,181354.0,85232.0,269183.0
2014_ILLINOIS,ILLINOIS,2014,79349.0,139729.0,149399.0,153054.0,147588.0,1209886.0,621275.0,1910510.0
2014_INDIANA,INDIANA,2014,16206.0,78861.0,75552.0,82669.0,74952.0,633508.0,316465.0,966179.0
2014_IOWA,IOWA,2014,28884.0,39923.0,36072.0,35827.0,36091.0,290642.0,145862.0,465388.0
2014_KANSAS,KANSAS,2014,19104.0,37524.0,36435.0,36140.0,32731.0,294230.0,140324.0,453658.0
2014_KENTUCKY,KENTUCKY,2014,27345.0,51876.0,50300.0,51246.0,43862.0,412196.0,196733.0,636274.0
2014_LOUISIANA,LOUISIANA,2014,28200.0,56119.0,54030.0,52835.0,40610.0,437690.0,194791.0,660681.0
2014_MAINE,MAINE,2014,5038.0,13274.0,13488.0,13805.0,13777.0,107797.0,56361.0,169196.0
2014_MARYLAND,MARYLAND,2014,30385.0,66200.0,65382.0,61747.0,58624.0,523857.0,254072.0,808314.0
2014_MASSACHUSETTS,MASSACHUSETTS,2014,28375.0,67670.0,69922.0,72190.0,68038.0,569677.0,288934.0,886986.0
2014_MICHIGAN,MICHIGAN,2014,44607.0,105582.0,110135.0,116804.0,116032.0,898924.0,484956.0,1428487.0
2014_MINNESOTA,MINNESOTA,2014,14977.0,64454.0,63781.0,63805.0,69615.0,514730.0,263074.0,792781.0
2014_MISSISSIPPI,MISSISSIPPI,2014,4409.0,40543.0,36620.0,36791.0,28980.0,303333.0,134857.0,442599.0
2014_MISSOURI,MISSOURI,2014,31153.0,68753.0,68210.0,67879.0,63388.0,548958.0,268921.0,849032.0
2014_MONTANA,MONTANA,2014,1229.0,11682.0,11044.0,10807.0,9825.0,89805.0,41816.0,132850.0
2014_NEBRASKA,NEBRASKA,2014,15253.0,23951.0,22921.0,22374.0,23051.0,183467.0,89964.0,288684.0
2014_NEVADA,NEVADA,2014,5230.0,33942.0,34993.0,35318.0,31892.0,284442.0,134640.0,424312.0
2014_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2014,3639.0,11580.0,13590.0,14423.0,13856.0,110626.0,58807.0,173072.0
2014_NEW_JERSEY,NEW_JERSEY,2014,55106.0,92560.0,97428.0,99751.0,95666.0,792613.0,401874.0,1249593.0
2014_NEW_MEXICO,NEW_MEXICO,2014,8004.0,26660.0,25641.0,25272.0,21147.0,206441.0,99260.0,313705.0
2014_NEW_YORK,NEW_YORK,2014,57353.0,200507.0,197545.0,200384.0,190387.0,1607983.0,827493.0,2492829.0
2014_NORTH_CAROLINA,NORTH_CAROLINA,2014,31550.0,119730.0,115539.0,119636.0,97257.0,941088.0,454963.0,1427601.0
2014_NORTH_DAKOTA,NORTH_DAKOTA,2014,2063.0,9031.0,7995.0,7652.0,7471.0,65071.0,30421.0,97555.0
2014_OHIO,OHIO,2014,31135.0,129013.0,125215.0,134275.0,115962.0,1044724.0,519938.0,1595797.0
2014_OKLAHOMA,OKLAHOMA,2014,42218.0,55134.0,47577.0,48487.0,40729.0,405206.0,184170.0,631594.0
2014_OREGON,OREGON,2014,30461.0,41645.0,42942.0,43521.0,47566.0,349455.0,179757.0,559673.0
2014_PENNSYLVANIA,PENNSYLVANIA,2014,8106.0,127398.0,129927.0,135683.0,131694.0,1058258.0,549398.0,1615762.0
2014_RHODE_ISLAND,RHODE_ISLAND,2014,2369.0,9885.0,10720.0,10899.0,10578.0,86813.0,42892.0,132074.0
2014_SOUTH_CAROLINA,SOUTH_CAROLINA,2014,24274.0,58282.0,55741.0,57025.0,45619.0,457244.0,216723.0,698241.0
2014_SOUTH_DAKOTA,SOUTH_DAKOTA,2014,2787.0,11768.0,10366.0,9441.0,8674.0,81184.0,37301.0,121272.0
2014_TENNESSEE,TENNESSEE,2014,25912.0,74960.0,75248.0,74883.0,66972.0,606195.0,288408.0,920515.0
2014_TEXAS,TEXAS,2014,241826.0,390552.0,390570.0,388428.0,314039.0,3150946.0,1450441.0,4843213.0
2014_UTAH,UTAH,2014,13142.0,48841.0,49173.0,46969.0,42163.0,394684.0,178910.0,586736.0
2014_VERMONT,VERMONT,2014,5984.0,5768.0,6211.0,6268.0,6417.0,49221.0,26338.0,81543.0
2014_VIRGINIA,VIRGINIA,2014,32839.0,93758.0,95200.0,95558.0,88256.0,771091.0,382598.0,1186528.0
2014_WASHINGTON,WASHINGTON,2014,12663.0,81212.0,79721.0,80391.0,87206.0,646445.0,333318.0,992426.0
2014_WEST_VIRGINIA,WEST_VIRGINIA,2014,15253.0,20860.0,20196.0,20501.0,18239.0,163654.0,80543.0,259450.0
2014_WISCONSIN,WISCONSIN,2014,55831.0,60424.0,60795.0,62034.0,65954.0,490627.0,264550.0,811008.0
2014_WYOMING,WYOMING,2014,564.0,7997.0,7438.0,6927.0,6133.0,58774.0,26732.0,86070.0
2014_BUREAU_OF_INDIAN_AFFAIRS,BUREAU_OF_INDIAN_AFFAIRS,2014,,,,,,,,
2014_DEPARTMENT_OF_DEFENSE,DEPARTMENT_OF_DEFENSE,2014,,,,,,,,
2014_GUAM,GUAM,2014,524.0,2082.0,2282.0,2312.0,1574.0,18506.0,10032.0,29062.0
2014_PUERTO_RICO,PUERTO_RICO,2014,1975.0,27439.0,30556.0,32691.0,27054.0,245604.0,121801.0,369380.0
2014_VIRGIN_ISLANDS,VIRGIN_ISLANDS,2014,,1042.0,1077.0,1015.0,961.0,8682.0,4517.0,
2015_ALABAMA,ALABAMA,2015,13230.0,55613.0,55808.0,55792.0,50668.0,452764.0,222182.0,688176.0
2015_ALASKA,ALASKA,2015,3369.0,10409.0,10118.0,9400.0,9651.0,80011.0,38688.0,122068.0
2015_ARIZONA,ARIZONA,2015,8747.0,79396.0,86594.0,84084.0,84854.0,687144.0,333579.0,1029470.0
2015_ARKANSAS,ARKANSAS,2015,16083.0,37509.0,35893.0,36882.0,32385.0,296050.0,142242.0,454375.0
2015_CALIFORNIA,CALIFORNIA,2015,,530531.0,485885.0,465322.0,492835.0,3748465.0,1941009.0,
2015_COLORADO,COLORADO,2015,32224.0,64631.0,68176.0,65957.0,65317.0,541348.0,260909.0,834481.0
2015_CONNECTICUT,CONNECTICUT,2015,18385.0,36641.0,39077.0,40320.0,40321.0,315851.0,167056.0,501292.0
2015_DELAWARE,DELAWARE,2015,1553.0,10040.0,10533.0,10090.0,8782.0,83409.0,39845.0,124807.0
2015_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2015,12316.0,7319.0,5701.0,4430.0,3867.0,44996.0,18884.0,76196.0
2015_FLORIDA,FLORIDA,2015,60122.0,199514.0,215435.0,206785.0,192877.0,1692825.0,839773.0,2592720.0
2015_GEORGIA,GEORGIA,2015,46685.0,128788.0,134343.0,131509.0,109345.0,1067899.0,513865.0,1628449.0
2015_HAWAII,HAWAII,2015,1586.0,14860.0,15196.0,13129.0,10741.0,114924.0,50219.0,166729.0
2015_IDAHO,IDAHO,2015,2549.0,20988.0,22812.0,22350.0,20087.0,182320.0,86334.0,271203.0
2015_ILLINOIS,ILLINOIS,2015,87589.0,135924.0,149373.0,150193.0,147993.0,1198970.0,619292.0,1905851.0
2015_INDIANA,INDIANA,2015,18529.0,77044.0,77751.0,79198.0,74952.0,628889.0,321313.0,968731.0
2015_IOWA,IOWA,2015,28971.0,39218.0,37030.0,35965.0,36387.0,293017.0,146808.0,468796.0
2015_KANSAS,KANSAS,2015,18773.0,36975.0,36928.0,35694.0,33667.0,293540.0,141615.0,453928.0
2015_KENTUCKY,KENTUCKY,2015,27144.0,49463.0,51339.0,49774.0,44659.0,410676.0,198820.0,636640.0
2015_LOUISIANA,LOUISIANA,2015,28444.0,53716.0,54294.0,52480.0,41790.0,437974.0,198577.0,664995.0
2015_MAINE,MAINE,2015,5396.0,12835.0,13311.0,13544.0,14028.0,107109.0,56273.0,168778.0
2015_MARYLAND,MARYLAND,2015,31034.0,64930.0,66910.0,63777.0,58493.0,530541.0,253096.0,814671.0
2015_MASSACHUSETTS,MASSACHUSETTS,2015,29297.0,66142.0,70892.0,72176.0,70997.0,571237.0,294897.0,895431.0
2015_MICHIGAN,MICHIGAN,2015,48961.0,113090.0,111267.0,113640.0,114700.0,887682.0,482540.0,1419183.0
2015_MINNESOTA,MINNESOTA,2015,15443.0,63591.0,65362.0,63075.0,69441.0,519641.0,265709.0,800793.0
2015_MISSISSIPPI,MISSISSIPPI,2015,4867.0,37573.0,36092.0,35922.0,29561.0,301491.0,135375.0,441733.0
2015_MISSOURI,MISSOURI,2015,33360.0,67126.0,69134.0,67126.0,64475.0,549399.0,269349.0,852108.0
2015_MONTANA,MONTANA,2015,1158.0,11502.0,11659.0,10967.0,9756.0,90837.0,41822.0,133817.0
2015_NEBRASKA,NEBRASKA,2015,15665.0,23374.0,23366.0,22656.0,23549.0,185325.0,91650.0,292640.0
2015_NEVADA,NEVADA,2015,5554.0,34495.0,36474.0,35802.0,32122.0,289732.0,136906.0,432192.0
2015_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2015,3743.0,11192.0,13639.0,14319.0,13947.0,109370.0,58107.0,171220.0
2015_NEW_JERSEY,NEW_JERSEY,2015,63284.0,91870.0,98565.0,98128.0,97602.0,790025.0,402208.0,1255517.0
2015_NEW_MEXICO,NEW_MEXICO,2015,8509.0,24696.0,25681.0,24957.0,21106.0,205691.0,96798.0,310998.0
2015_NEW_YORK,NEW_YORK,2015,50430.0,198024.0,199866.0,197997.0,189562.0,1601015.0,820402.0,2471847.0
2015_NORTH_CAROLINA,NORTH_CAROLINA,2015,18565.0,116324.0,118617.0,117902.0,99258.0,945647.0,462874.0,1427086.0
2015_NORTH_DAKOTA,NORTH_DAKOTA,2015,2213.0,8929.0,8435.0,7735.0,7459.0,66827.0,30675.0,99715.0
2015_OHIO,OHIO,2015,33118.0,124097.0,127995.0,131692.0,119952.0,1037775.0,521595.0,1592488.0
2015_OKLAHOMA,OKLAHOMA,2015,41660.0,53462.0,50354.0,48858.0,42088.0,409036.0,187118.0,637814.0
2015_OREGON,OREGON,2015,,41625.0,44558.0,43067.0,48735.0,353184.0,181598.0,
2015_PENNSYLVANIA,PENNSYLVANIA,2015,8201.0,120874.0,130671.0,131505.0,129921.0,1047793.0,540546.0,1596540.0
2015_RHODE_ISLAND,RHODE_ISLAND,2015,2450.0,9897.0,10900.0,10945.0,10752.0,86796.0,42871.0,132117.0
2015_SOUTH_CAROLINA,SOUTH_CAROLINA,2015,24654.0,55389.0,57740.0,56150.0,46909.0,462710.0,220780.0,708144.0
2015_SOUTH_DAKOTA,SOUTH_DAKOTA,2015,3112.0,11552.0,10460.0,9549.0,8616.0,82347.0,37242.0,122701.0
2015_TENNESSEE,TENNESSEE,2015,30352.0,74240.0,76904.0,73899.0,68585.0,604802.0,291841.0,926995.0
2015_TEXAS,TEXAS,2015,243496.0,376824.0,397085.0,386627.0,323708.0,3188705.0,1492452.0,4924653.0
2015_UTAH,UTAH,2015,13838.0,48293.0,50918.0,47904.0,43828.0,401436.0,184303.0,599577.0
2015_VERMONT,VERMONT,2015,7279.0,5863.0,5975.0,6173.0,6271.0,48722.0,26002.0,82003.0
2015_VIRGINIA,VIRGINIA,2015,33453.0,90942.0,96851.0,95221.0,90391.0,772414.0,386781.0,1192648.0
2015_WASHINGTON,WASHINGTON,2015,13733.0,79692.0,82404.0,79483.0,89258.0,656797.0,336808.0,1007338.0
